Geochemical_V1,Geochemical_V2,Geochemical_V3,Geochemical_V4,Geochemical_V5,Geochemical_V6,Geochemical_V7,SA_TMI_mean,SA_TMI_dissimilarity,SA_TMI_VRTP_1VD_mean,SA_TMI_VRTP_1VD_dissimilarity,SA_TMI_VRTP_1VD_correlation,SA_TMI_VRTP_AS_dissimilarity,SA_TMI_VRTP_BigE_dissimilarity,SA_TMI_VRTP_BigT_mean,SA_TMI_VRTP_BigT_dissimilarity,SA_TMI_VRTP_CAUCHY_3rd_mean,SA_TMI_VRTP_CAUCHY_3rd_std,SA_TMI_VRTP_CAUCHY_3rd_dissimilarity,SA_TMI_VRTP_dissimilarity,SA_TMI_VRTP_PseudoGrav_std,SA_TMI_VRTP_PseudoGrav_dissimilarity,SA_TMI_VRTP_Tilt_std,SA_TMI_VRTP_Tilt_dissimilarity,SA_GRAV_1VD_ONSHORE_mean,SA_GRAV_1VD_ONSHORE_dissimilarity,SA_GRAV_ONSHORE_std,SA_RAD_DOSE_mean,SA_RAD_DOSE_dissimilarity,SA_RAD_K_std,SA_RAD_K_dissimilarity,SA_RAD_U_dissimilarity,AlOH_Group_Composition_std,AlOH_Group_Composition_dissimilarity,AlOH_Group_Composition_correlation,AlOH_Group_Content_mean,AlOH_Group_Content_std,AlOH_Group_Content_dissimilarity,AlOH_Group_Content_correlation,FeOH_Group_Content_mean,Ferric_Oxide_Composition_dissimilarity,Ferric_Oxide_Composition_correlation,Ferric_Oxide_Content_std,Ferric_Oxide_Content_dissimilarity,Ferric_Oxide_Content_correlation,Ferrous_Iron_Index_std,Ferrous_Iron_Index_dissimilarity,Green_Vegetation_correlation,Gypsum_Index_mean,Kaolin_Group_Index_mean,Opaque_Index_correlation,Quartz_Index_dissimilarity,Silica_Index_dissimilarity,DEM_9s_dx,DEM_9s_dy,Mesoproterozoic_strata,Felsic_granite,Archean_Early_Mesoproterozoic_Faults
0.5915672523393156,0.8692575699675955,0.23435689083247013,0.8576844991377728,0.34206259395960953,0.7626684856035213,0.3343156090052829,0.0565988320892088,0.1931034482758621,0.3674163265238991,0.2532822757111597,0.5107061745516963,0.4465134706814581,0.552364864864865,0.2028077151877406,0.0899463275818594,0.40621237416222,0.4898081123375463,0.4455154985836271,0.0751596053395241,0.6677311355409381,0.0763097949886104,0.6936140908719957,0.3719750195160031,0.6076379180666421,0.1851146854477967,0.2657221776952936,0.9233468950541464,0.1184528605962933,0.3725706002394356,0.1384655806621124,0.204168128931242,0.4554791734270907,0.1976298361798536,0.6371499294526621,0.1541782766120183,0.2293454649000088,0.3447376788553259,0.3729600828473034,0.0012422360019319,0.2402656202837307,0.5941078412534933,0.4489349503403338,0.1688291139240506,0.5240728029113944,0.7184436640384848,0.1706518178840484,0.5534857744268896,0.0094180963291456,0.0002862686459669,0.9585577385056496,0.2714880726997351,0.1180717538598244,0.5382778520631654,0.6065879709547614,1.0,1.0,0.743414
0.6215080679118675,0.3787175051475778,0.4494283113545582,0.5852496946379174,0.31236406654725435,0.2880534492986311,0.6047791766519224,0.6474838834301795,0.2541274817136886,0.6518793021259012,0.4803063457330416,0.4314840659983546,0.5027733755942949,0.4121621621621622,0.4564743615733767,0.299448867115738,0.3374520663467172,0.5951114578101524,0.4254621043836231,0.4114915844457342,0.0452967743691885,0.4826309794988611,0.7498519038226343,0.271662763466042,0.8086689718325277,0.126867802417436,0.0836334125186848,0.4027656289893088,0.4351329572925062,0.1453968018454571,0.2564747391336987,0.4824393272683099,0.1637028473201802,0.3143952596723597,0.3494248618443936,0.3774721384813055,0.3253376766475278,0.1799046104928458,0.62878529385642,0.185093163425947,0.1877452460006038,0.6652498106122784,0.1878979449186872,0.2590189873417721,0.516711905059768,0.2401516849529975,0.2784146740910578,0.3941592145915956,0.0037672386511482,0.0,0.539050130291811,0.2434683831881864,0.2719093635454848,0.5110314102182784,0.5633264374109033,1.0,1.0,0.930663
0.36250434285274913,0.41160506087177784,0.3527535678766991,0.662491176093676,0.4604079823075729,0.48126312832184154,0.5034969774751195,0.4433774987884747,0.2077324973876697,0.3241067940717365,0.523522975929978,0.4433350688900373,0.4207606973058637,0.2698479729729731,0.2008297775207108,0.3173156586578294,0.3496696971847717,0.506312022731743,0.5257290753836434,0.3717353453279164,0.0305419271040034,0.2431662870159453,0.8267971871391537,0.4316939890710383,0.2981435659619735,0.2727705339297611,0.10694134424822,0.47562587427688,0.5384770346494764,0.3183586167775229,0.3226484498160799,0.6048916124503955,0.3730251325023365,0.302457302195887,0.5809128910729016,0.2387186509210929,0.3743967627992377,0.3196184419713831,0.4435143992698735,0.1086956502552326,0.1230757621491095,0.5893776915346611,0.5080162691554644,0.1107397151898734,0.8512750085089399,0.2684259629052749,0.2609318702915164,0.3940006524051561,0.0337033298930417,0.0080870889208365,0.4566857604956607,0.3907610753502463,0.295234921692769,0.5053980331758253,0.5776015035053411,0.918132,1.0,0.855962
0.356019254216749,0.5247518435532204,0.2892073975380699,0.5347335231681444,0.47920894263977937,0.4283191990913845,0.5451822827170659,0.4118609208730692,0.5880094043887147,0.3956609129663916,0.4443380743982493,0.3739170685412641,0.236661384046487,0.2460585585585585,0.214708761602341,0.2279817009473722,0.6319790220516391,0.6008803716825735,0.6162139028714668,0.4344650802863222,0.0268729219188801,0.308466211085801,0.7118397145499009,0.5524329950559459,0.227787985280258,0.265917959455601,0.0615800957115746,0.4577841552193148,0.2346897663174859,0.2351664613316845,0.2168380752195781,0.3543179548092757,0.3556193910219828,0.2566515626815382,0.4853860412383321,0.2756615584638808,0.306907288558659,0.2222999470058294,0.4093068318390753,0.0708074505586857,0.1656102223563739,0.5574288339869262,0.4776192418331472,0.3357594936708859,0.4016923296154646,0.2644840730728174,0.3746042144338901,0.3595315122539055,0.0164816690240923,0.0098762685043437,0.3484509071088454,0.1927300265051117,0.224702876818838,0.5231434443648427,0.4262117532972932,0.938938,0.900437,0.723517
0.6872044134804645,0.22599617867450936,0.33612812485300797,0.6373377964631823,0.47791755102499944,0.43070275532179036,0.49561152747077164,0.6665795764345536,0.2838166144200627,0.5144921955637773,0.5142231947483589,0.428054859692168,0.3057646592709984,0.494140625,0.3802372271413428,0.3651165303843522,0.1797749066034525,0.5826434784410557,0.490024251564124,0.298788450377249,0.05214697582314,0.1418351366742597,0.880374401640361,0.334650663544106,0.8995070811845801,0.6782502141429523,0.0201523583520039,0.2926998137815887,0.5557010475423046,0.1629036283320525,0.3753847308760604,0.6813433037280997,0.0594814433287368,0.3593586615545486,0.4981383746460379,0.681580788818077,0.4968188921787012,0.5731637519872812,0.3065283434416026,0.0012422360019319,0.2967099305765168,0.4545109178144914,0.1827897920874961,0.252373417721519,0.5218597085426744,0.2838790201676472,0.2220766459220438,0.5832151483497606,0.0066599397476111,0.0,0.4617818387463114,0.4308973873532753,0.5361546151282904,0.4723448691301972,0.4585099768856537,1.0,0.717157,0.607768
0.4612148227690163,0.6988969580630879,0.36301312661552554,0.3761070628416865,0.33718871229569203,0.5537188390068974,0.3089714554798027,0.8207815096238463,0.4460815047021945,0.5792153921625629,0.5200583515681982,0.3933342683586636,0.2989963021658743,0.2998310810810811,0.4434081485703808,0.2506513934416387,0.5138539097115297,0.5252030089214519,0.3765513868226374,0.5477848713484234,0.045118500430518,0.2900531511009871,0.8497353305282014,0.4263596148842048,0.3377965268090892,0.1178262110973636,0.0718761790473768,0.604264261190925,0.6740531829170026,0.1715892903211418,0.632722768560919,0.7494803336662795,0.3702303857676621,0.3161380271871733,0.4958266170224366,0.2601323238146006,0.4967237532177253,0.478706942236354,0.3023526206643389,0.1726707996142362,0.1239561324076869,0.5359150131609801,0.3691046553865369,0.2743670886075948,0.5362633065792364,0.373103584691228,0.4139098154820393,0.4104084197033541,0.0120417083957517,0.0022185820161746,0.5746546876449934,0.2331187681433801,0.2751305120515383,0.4322229535812598,0.4787183902802356,1.0,0.948012,0.826136
0.6221186584502203,0.4059658516375318,0.22388134956328393,0.8262824323694037,0.27073917877019205,0.4963140348120073,0.6150608248882459,0.0807380205738426,0.2197492163009404,0.3641516086981511,0.2436177972283004,0.7093108186995863,0.3956682514527205,0.2055180180180181,0.260973189266878,0.2068489367578016,0.7089978865893192,0.6672412327075883,0.4225274613299639,0.2376668601276843,0.0212858778019804,0.2879650721336371,0.7164107224498908,0.1861826697892271,0.6254792661386077,0.3717521652231845,0.047497162981105,0.520078329799976,0.0995165189363416,0.1805320288729432,0.2458649250556764,0.1534162999757038,0.1151388577528104,0.1611479028697571,0.4456249054019062,0.2780988664906709,0.1796544998633389,0.367800741918389,0.3932320769636234,0.0018633539167071,0.1356273266928262,0.8151916532287355,0.4229581405613771,0.0715189873417721,0.8472688099505651,0.4688300148127501,0.1241401899770717,0.3744455123471452,0.0016145307438046,0.0015744774932309,0.5166218648147822,0.1316420547772308,0.0787515272686881,0.4689682271555191,0.4899745316033521,1.0,1.0,0.871435
0.2560383970478714,0.7754471176275561,0.303480023356266,0.5577800505585158,0.38986953715746503,0.3796656719619107,0.993836565517694,0.3090913113267429,0.3786311389759666,0.4309181463232664,0.1821663019693655,0.6863775005580011,0.2214738510301109,0.2880067567567568,0.1551492682979339,0.2847519902020821,0.5377149231661066,0.5489705308406838,0.1227047626811226,0.2338943702843877,0.0890878583303476,0.4100227790432802,0.5240741211230855,0.2334113973458235,0.4190078347417866,0.3435804701627487,0.7915769464350024,0.3667143695281952,0.4200241740531829,0.673566893158496,0.3513625103220479,0.459007099856923,0.5299749216304658,0.4583478563959568,0.3681558519439027,0.0980740202139586,0.2930925685900482,0.2063593004769475,0.4440453626134689,0.0497151056053392,0.3380621792936916,0.6247282207904723,0.6984344157272985,0.299367088607595,0.6175025032191244,0.3679837242674642,0.2961021945627251,0.3942363546244662,0.0084496002238305,0.0160393250177091,0.6673992370352939,0.23930329420674,0.4245251582805731,0.4916987598938222,0.0,1.0,0.981526,0.918077
0.34517183691108105,0.5340991946952771,0.3303435888909902,0.3950483070209777,0.46161990302528455,0.6019058126442484,0.7049899924805693,0.3347505328695399,0.340412748171369,0.4210126050633087,0.12363238512035,0.88003238450532,0.2931854199683043,0.5287162162162163,0.1356119705700516,0.5369042901912756,0.4780490967746706,0.5219666831388938,0.3251951333836028,0.4485998258850841,0.060801095911184,0.6130410022779045,0.5923928679517176,0.199063231850117,0.4455607691199494,0.2712715332635386,0.8268503140457685,0.3358148352689593,0.6088839645447222,0.5879386205865484,0.5237219427970874,0.6213319655535459,0.5086180192030928,0.6064830951551063,0.2014767002762468,0.0930362097697056,0.2355546391909664,0.2923370429252782,0.6363139262154138,0.0521739103573257,0.5285239963779053,0.3010899917206202,0.6583923743235438,0.4764240506329113,0.2735507547707786,0.3781141620240547,0.3259089420242383,0.4295168991222888,0.0082071980845891,0.0151722380376224,0.5010400743608715,0.1908368042408179,0.4665111629456847,0.7710800118281879,0.2026928247727575,1.0,1.0,1.0
0.29264062645181055,0.6585493625605052,0.3456676393471955,0.6664759750257699,0.5021531047837093,0.32526459465180785,1.0,0.4704354961001075,0.1378918495297805,0.4495760183968695,0.1973468271334791,0.6946138089785285,0.1461965134706814,0.2233952702702702,0.2884318548976649,0.2357624004898959,0.5178994782211297,0.6456371845557425,0.4513847846909454,0.2924405107370864,0.0471186968553573,0.4051822323462416,0.8000064728913618,0.3657298985167836,0.3169754692207954,0.2065646711715998,0.3715742799508489,0.5099329283335873,0.2021555197421435,0.3822975005915208,0.5309286089632909,0.4345355397780957,0.3913873110695532,0.2600209132101778,0.5476434737408773,0.185550132179837,0.2849209508562982,0.3732273449920509,0.4775669713149956,0.0645962741690365,0.2055538786598249,0.4689657241996725,0.6080503804006113,0.2623417721518987,0.5692063633796829,0.3348449821604265,0.2698984605306255,0.3704117349716951,0.0094180963291456,0.0144565662042195,0.4670396850808673,0.3267701628171148,0.4071976007997334,0.5222946339512097,0.1713499089104278,0.972692,1.0,1.0
