Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8,Class
3.359302364,0.0497266,3.356850631,1.228686642,1.254453464,-1.209682538,-0.733416026,1.216414469,0
4.09201058,0.737401931,1.293088105,-1.010019215,2.448802128,-1.373811215,0.897263956,1.528665863,0
4.70654544,0.984237558,2.591932202,0.180296615,1.223671212,-0.910292605,1.463173564,0.380962766,0
3.344703344,1.400280015,2.002652566,-0.123484193,1.926541939,-1.128152675,1.727687759,0.748770717,0
3.26575658,1.365553502,1.227549794,0.350649765,2.813837316,-1.040615964,2.500249665,0.20980595,0
2.04781154,1.558447407,-0.035760336,0.977209259,2.582783115,-0.794969939,1.034731473,-0.269539053,0
4.464358681,-0.97561689,1.100203608,1.056192016,0.290040565,-1.779998102,1.114280289,0.455757066,0
-3.593937107,2.851393936,-0.46869322,-0.651989226,0.995252877,-0.011928509,0.274157238,0.821192212,0
-2.999539361,3.248905227,-0.250376384,-0.82744964,1.298986651,-0.067111845,1.217210186,0.361214468,0
-2.435527653,2.788312895,-0.883119535,-1.280516991,1.900962009,0.59061341,-0.353900501,-0.620856309,0
-2.00043197,3.025587385,-0.73367658,-1.23930709,1.722709709,0.071009407,1.404425169,0.61397556,0
1.266153401,-0.654102355,1.43952265,2.848923347,2.791410665,1.182772751,0.588252003,0.914264154,0
3.8066836,1.042773016,1.574850728,-1.093144527,2.260365392,-0.915293297,1.507383366,0.925055267,0
5.16488105,1.008008069,1.454908188,-0.712497779,2.412220846,-0.426738674,1.538859766,0.053685438,0
-2.070196464,2.72570337,-1.263621969,-1.672165416,1.446825487,1.083476318,0.101100213,0.268165668,0
-2.145217945,1.744383709,-0.836129327,0.950935487,1.13350328,-0.037117241,1.214666646,0.63920148,0
-2.35313623,2.180331641,-0.756736323,2.28327256,1.858479103,1.352203047,1.205872799,-0.369764049,0
4.266888156,0.94956152,1.121999895,-1.293427393,2.978513551,-1.155497916,0.73810575,1.058598527,0
3.840608701,1.804774358,1.778956382,0.091796158,3.086238898,-1.282813777,2.313674137,-0.115614279,0
1.695332081,-0.390038382,1.069885956,1.740849448,1.521196417,-1.806195667,0.059593777,1.232632886,0
-1.553045734,1.193820073,-0.214941227,0.128006082,0.414655226,0.561021278,0.065277,1.478529714,0
-3.348955837,3.376431214,1.888148474,-0.548993994,1.631960859,-2.210659504,-1.39555694,1.912230982,0
-2.931468256,0.98839917,-1.149267332,-1.675292367,0.150609298,-3.82562322,0.66049373,0.937711778,0
-1.973715343,1.897380778,-2.388945067,-1.515191055,0.947577976,0.733616883,-0.601760722,-0.054650204,0
-2.280764026,2.686020361,-0.104758964,-0.171433656,1.79060917,1.397117728,0.180223758,-1.144891832,0
-2.612204203,2.721785127,0.020262834,-0.187050892,0.533785093,0.45417915,0.758914694,-0.879279948,0
-2.590201014,3.167410184,-1.625093015,0.04361545,1.09270703,1.265256404,0.818947872,-0.011160825,0
-1.205951493,1.073532475,-2.699113572,-1.356840012,0.853523056,0.246761436,0.048188643,-0.048894349,0
-0.648477064,0.900870844,-2.261740911,-0.292662722,1.670369986,0.670893446,-0.658927721,-0.297226064,0
-1.013308911,2.527163014,-1.978015102,-0.937569476,1.924563415,1.008779803,0.950814418,-0.01449437,0
-0.466878058,0.64819854,-2.304418986,-2.416557569,1.232461269,0.730284271,0.114849181,-0.039057093,0
-2.926427215,2.570104651,-1.269329084,0.084831762,1.960253233,0.940660148,-1.203040205,-0.201440868,0
-2.412674976,3.523837637,-0.81924772,-1.869758936,0.987204818,0.872192767,0.416695916,-1.073106425,0
-2.265170936,2.48019037,-0.443055684,-1.013844167,0.783768986,0.686742114,0.444036858,1.010526908,0
-1.642747204,0.986128196,-0.762227487,1.359508774,2.815647422,-1.250694359,-1.477649797,0.383667111,0
-0.930922008,-1.725732696,-2.236466585,0.301559864,0.755359343,-1.951208244,0.754398666,0.839696597,0
-2.306911746,2.924263075,0.179353419,-0.983370644,1.940008188,0.435782675,-1.362216583,0.879581816,0
-3.27814736,2.7406711,-0.975576798,0.058613765,2.710317967,0.202459621,-1.692217604,-0.913548107,0
-2.13070667,2.679586609,-0.881240978,0.481978237,1.686693496,-0.068823305,-0.782098676,-1.154383718,0
-2.764662439,1.742849814,-2.211007914,-2.039898438,1.087166092,-0.088521288,-0.24142443,-0.668712448,0
-3.378940507,3.092394106,-0.439307771,-1.545308622,0.942317417,0.190260042,0.255558483,0.764946335,0
1.323133283,-1.857171454,-1.368969483,2.344829961,2.117932974,1.878219774,0.989118725,0.239733738,0
1.523780839,0.429141438,1.566804193,0.537149488,2.135402761,-0.886708785,0.651805067,0.856038048,0
-2.679056641,1.61730279,-0.981078502,-0.783652787,0.734905764,0.178166478,0.521067737,-1.155454311,0
-2.247960415,2.409470897,-0.691030549,-0.434311462,0.048331274,-0.363280704,1.829431866,-0.304818703,0
-2.496673274,3.237623411,-0.074858522,-0.425011009,-0.313914685,0.216750378,-0.589556343,-0.350218044,0
-3.255607699,3.288437246,-1.400712592,-0.024258098,0.796881829,-0.330431814,0.393029888,0.341961224,0
1.830612404,-0.158897574,-0.481372632,0.388900053,1.596492919,-2.491403807,-0.496690783,-0.559013489,0
-1.507787023,1.721087765,-1.129780576,0.903285732,0.785465165,-0.359277564,0.921923545,-0.370246525,0
-3.366237937,1.843692707,-1.22053287,0.010871675,-1.185688625,-0.258019931,0.706418701,-0.140263713,0
0.718890628,-0.646333067,1.165073788,1.141914527,-0.261906389,-1.861788776,-1.645124226,0.019673891,0
1.167365217,0.87471418,0.914054889,1.397642565,-0.720326391,-2.370310056,-0.952682407,-0.237022152,0
-2.02155314,3.017305644,-0.250428784,1.544459611,-0.487056884,0.663686034,1.5416474,-0.737803418,0
-2.235431765,3.051796753,0.977469842,1.735619985,-0.509601384,0.915410292,1.255065744,1.043473019,0
-3.522812349,0.982937725,-1.520615125,-0.344656999,-0.622540997,-0.716465766,1.121846107,-0.741243844,0
-2.269973805,2.968717758,0.455754227,0.379499323,0.674093082,-0.320376699,1.310920265,-0.346493067,0
-3.425405129,1.949925512,-1.47918579,0.328655544,0.122866875,-0.371339826,0.676859296,-0.362674269,0
-3.522372249,2.959694778,-0.452719773,-0.714746354,2.103118807,-0.045026198,0.22619919,-0.352006198,0
-2.072746369,1.873567649,-0.950833613,-1.199337752,0.140505525,0.258471078,0.150828202,1.29654673,0
-2.692209493,0.8756377,-2.816804983,-0.021987649,1.476000651,-0.381198967,0.487228997,-1.169144879,0
-2.402085346,1.45805551,-2.128410442,-1.374356422,0.786368026,0.311218056,-0.587338212,-0.265690471,0
-2.772264285,2.325638603,-1.620997607,-1.111026773,1.513156737,-0.160081901,-1.124397208,0.001791428,0
-2.639750593,2.391419117,-1.746920377,-0.698731913,1.469657631,0.219418142,-1.40268692,0.257583398,0
-2.18362438,1.924939472,-2.58756066,-0.855664278,1.818291602,0.641294789,1.286469511,-1.725801165,0
1.144942792,0.649969493,0.957236641,0.067242432,0.392364042,-1.097024051,-0.764180578,0.397736924,0
-1.664551355,-2.562779469,-0.625781015,1.977145855,-0.502628676,2.378787176,0.708580603,-1.397656665,0
-0.830639087,0.545128193,-1.865076596,0.019142383,0.282870164,2.337653443,0.327083241,-1.737233094,0
1.196197301,-2.252258546,-1.003743547,1.569149492,-1.149269621,-0.839128503,0.796902759,-0.632805256,0
0.987536,0.371853896,-0.093199888,0.511922375,-0.264399358,1.359685791,0.328925984,0.445043315,0
2.5714769,-0.896255095,0.488274484,0.258427944,-0.715892798,1.255003791,0.716611039,0.994744692,0
2.096665631,-0.91906219,0.147745872,1.603603693,0.997531655,2.024850749,0.116422789,0.364867649,0
0.075684651,1.071752505,-0.243449418,2.514806034,-0.743412943,0.609382899,0.553851095,0.192194643,0
2.612961012,-1.388454073,1.141316018,-0.807527406,2.083281988,3.041175234,2.832346531,-2.292236225,0
-1.408545918,-1.712027373,2.914738664,0.440906449,1.366546293,-0.349599129,-0.298059718,0.3117455,0
0.957333683,-0.232405847,2.560611645,-1.119646576,2.535140276,3.268605213,2.305589211,-0.565032502,0
-3.475436049,0.675059485,1.670233194,3.260248614,-1.862882889,2.094168725,2.779673246,-0.246718864,0
-3.786906581,-3.698371182,-1.502995205,-0.146805562,-1.812064889,0.748587422,1.481558386,-0.761924952,0
-2.656224197,0.021962585,0.933985339,3.029701516,-1.361186109,0.87657056,2.785048908,-1.684256165,0
-3.543382289,-2.396354269,-1.056749148,0.124175225,-1.461286533,-0.376808012,0.692167907,-1.078942913,0
-4.047038713,-1.642768587,1.127732461,0.776994377,-0.34234867,1.260896906,-0.073869476,1.191122707,0
-3.302747625,1.001610985,0.889772833,2.676501192,-0.837575976,1.209459224,1.431478572,0.122132295,0
-3.748959185,0.653174745,1.06812048,2.484220284,-0.974111887,1.058630099,1.662155048,0.196851349,0
-2.253023132,-0.47903695,-0.040671952,1.203655953,0.995859104,1.882924798,-0.798114105,1.420860991,0
-2.192423137,0.285881616,1.153573397,2.414871015,-0.430454381,-0.045397093,1.713486548,0.962782521,0
-3.463144886,0.710336199,2.194261114,3.446177369,-1.657241861,0.506935917,3.79931508,-0.845344178,0
-3.760410205,0.088656874,0.01714911,1.944942015,-1.707406955,0.246431743,1.581342765,-0.211627623,0
-3.482106677,-1.221547374,1.595119877,-0.266594656,-0.148058696,1.040802568,1.599529434,-2.122714361,0
1.629247388,-1.384188806,2.995253696,0.981727741,-0.618366321,1.316179563,0.268793277,0.737816162,0
0.719266414,-1.479161725,0.544278332,-0.522264256,-1.449146774,1.55091123,-0.85428471,-2.279419374,0
-1.92845324,-3.088408097,1.436305843,1.85094557,-1.445629062,2.833750146,-0.700305905,1.174193166,0
-4.515691772,-0.656098878,-0.364797495,-0.388460345,-0.937806658,0.96261741,-0.409818875,-0.991786681,0
-1.695363224,-1.454805341,3.92574877,0.283473465,2.303181586,1.739403367,-2.587354697,-0.164851006,0
-4.489426724,-1.699976464,-1.48867979,-0.837522735,-0.572136329,-0.48857749,-0.251542604,-0.053415293,0
-4.463145105,-0.53432148,-0.438198159,1.751719934,0.995240434,1.196444014,-0.706974469,-0.521246075,0
-4.549014016,-2.169238967,2.235725713,-1.36565002,-0.991520196,0.169390678,-0.359824263,1.149678745,0
0.410287802,-4.614945128,-1.490123714,0.765724382,-0.1565843,-0.470615855,-0.024715538,-1.500646905,0
-4.468185977,-1.358726186,0.092639481,0.212871983,0.146449931,0.676832202,-1.266388293,-0.279278754,0
2.018124007,-2.659421771,-0.209413821,-0.898714794,1.682257937,-1.05101498,-0.084271395,1.122054882,0
-2.98409124,-3.085601283,0.744411776,1.460872878,-0.579429035,0.431791058,-3.79700103,-0.295095831,0
4.220645236,-2.730707184,-1.588795271,0.657531609,-0.651250468,1.464678086,0.881332016,-0.569726352,0
-4.443917553,-2.901397743,4.492854935,1.68956561,1.236687764,-1.524605789,-0.772293737,1.101917798,0
-3.686624387,-2.692740609,3.696729358,0.123928968,0.355190316,-1.374678559,0.646933203,0.75185425,0
-0.744272685,-2.9160332,1.921235896,0.79900491,-0.479930071,-2.275954491,-1.305305911,1.335032586,0
0.868248818,-2.739221308,0.281209045,1.106081066,-1.159492442,-0.348268319,-0.510123235,2.038672649,0
1.399118118,-0.628160545,-1.212573684,2.706656003,-1.245728429,0.544217792,-1.882044817,1.837817606,0
-4.547524452,-2.749196722,2.762331864,-0.837531326,0.987107149,-0.062517553,-0.409077328,-0.215516871,0
-6.613770941,-1.571496293,4.931712914,-0.086950833,0.033186816,-1.977563099,0.261378605,1.913321055,0
-4.294315022,-5.514760092,3.985266397,-0.625568067,-0.843152942,-3.607987044,-0.251159867,0.47107733,0
-1.073430611,-3.280886023,2.789195339,1.345806508,0.0307061,-1.67197352,-0.979874732,1.894408459,0
-3.906422834,-1.969881815,3.558677581,1.415180067,-0.171117258,-1.55052472,-0.456120257,1.889781639,0
-0.768376641,-4.666124384,4.426016832,1.549781962,1.802302857,0.170294752,-1.027378391,0.582385406,0
0.850368159,-3.785219349,0.007735812,1.592194967,-0.756771231,2.243601137,0.753042673,3.112505088,0
-2.42497535,-2.551283756,2.527027095,0.680281375,0.197827425,0.355693417,-1.401804361,1.671207944,0
-4.288161137,-3.073244835,2.717183136,-0.549990973,-0.316066724,0.227178597,0.735143569,3.477218554,0
-5.953132171,-1.850317209,5.336980452,0.023160313,0.000642734,-1.153163415,0.785230984,2.502831637,0
0.479677226,-1.499395827,0.12541749,-0.219927729,-0.687343241,-0.121308288,-1.093462085,-0.997868556,0
-4.205272432,-3.611271953,2.917389385,0.343548549,-0.660891602,0.609798783,0.673071148,0.819668771,0
-5.028800293,-3.228604325,4.934690267,0.223541531,-1.098987924,0.310330522,-1.666459442,1.801647686,0
-4.968258549,-3.713834253,5.04129545,1.48728748,0.686511703,-1.523867445,-1.471531589,1.185250152,0
-5.003687253,-3.10602557,5.847646814,-0.567869492,0.075186384,-1.439799394,-0.194903318,1.642800474,0
-0.664647162,-3.892745788,-2.852430717,1.262688867,-0.675833914,-0.627775013,-1.281456887,-2.762440906,0
-5.414035784,-3.501747893,1.461297813,-1.924356812,-0.096651985,-0.18579292,-0.420617061,0.134229252,0
0.485177206,-4.813608578,0.039423054,1.434986185,1.44003382,-0.811327404,0.783453938,1.096263408,0
3.155091031,-3.990763076,-0.934978539,2.286775458,1.215508633,2.012969541,0.783352662,3.145836969,0
3.512376222,-1.423892856,-1.215043751,-0.314946598,0.196033161,0.051999198,-0.613282809,2.561471813,0
-2.841169399,-1.272789847,0.98792102,-2.455169261,-1.110572636,-0.625908485,0.335142495,-0.497268146,0
-3.886849849,-1.323788618,0.974115166,-2.332557846,-1.137580878,0.264110291,-0.769130823,-0.18835148,0
1.04812098,-5.890468128,-0.548065039,-0.131054734,-0.511387627,0.326245266,-2.45836609,2.16462579,0
2.196835946,-1.34057956,-0.400829293,1.240196441,-0.589025013,0.202228404,-0.543276271,0.79788711,0
-1.020634034,-6.48332404,1.077773404,0.9499647,0.97733238,-0.496310417,0.828422672,3.193277634,0
-3.539048735,-3.811223646,-0.187390659,3.674769455,3.952296967,2.627024884,-2.103304459,-0.028250561,0
2.354187459,-3.770101635,-1.117801999,1.435511826,-0.845380842,3.67850704,-0.240004012,4.876040279,0
-2.572569926,-5.23323263,0.470769602,-1.276019289,-1.167876075,-2.552359759,0.187172952,2.959563513,0
-3.739586488,-3.227967721,-0.029693636,1.517290484,1.357020137,-1.77997945,0.495558709,2.424921539,0
1.5162747,-6.685330458,1.328008596,1.015935443,1.999326231,-0.386038643,-1.096435302,3.149366179,0
-2.947314898,-5.847957375,3.563465385,2.910580296,2.795147491,-0.461203314,0.904341394,1.525308698,0
3.299427563,-5.181254229,1.009306374,1.489809366,1.145772607,1.121659712,-0.766636002,2.76385417,0
3.992356803,-4.735341067,0.522538972,1.155372068,1.586119885,1.48790895,-1.825808776,3.835414949,0
4.700415351,-5.700030686,0.307826899,0.29620231,2.672206455,0.448614377,-4.378130782,4.982285829,0
-0.361071917,-5.723478127,2.124007213,4.635610765,2.239970594,-1.297818168,-0.16396645,1.163493263,0
3.131177862,-0.813755572,-5.335540413,0.46441394,-1.947428949,-1.148140434,0.02088226,0.090755053,0
5.405824488,-3.039312583,-1.242563383,-1.54386151,1.236075426,-0.612562733,2.489378273,1.997634207,0
-3.315045117,-1.276093618,-2.914351824,0.111846545,-1.167514388,-2.220407096,-0.339353203,-0.796964245,0
-4.175580471,1.273162613,-1.07241001,-1.015269596,0.108402925,-1.855021801,-0.767046644,-1.61751554,0
0.391282654,-1.938238064,-0.962799517,-2.080335314,-0.411194896,-1.494084962,-0.176811686,-0.337874224,0
-0.185575227,-4.830180863,-1.630086056,1.316764324,1.014960637,-0.103693164,1.205899599,-0.372454962,0
-2.868582898,-0.759341611,-1.477190652,-0.854748074,-0.331588049,-1.261880846,1.23109492,-2.630022088,0
0.239173385,-1.415017604,-0.953757164,0.119199724,2.158235725,-1.23140654,-0.110755838,-1.246977598,0
2.346055001,1.756813969,-2.052206507,-0.489813155,-1.092887618,1.566712687,-0.521262476,1.145826097,0
-2.912647733,-0.715876894,-0.254654145,-2.052837078,-0.828342236,-0.24206578,0.61939468,-0.490871385,0
1.657809832,-1.874520396,-1.751326975,-0.184624027,0.702660237,-1.964934447,1.198960443,-1.129072362,0
-2.466350111,0.586751542,0.713004015,-0.845583017,-0.756937825,-0.465499934,0.221965518,-0.32787599,0
-2.027929513,-1.083144628,-0.026095308,-0.18596962,-1.126784018,0.447911616,-0.211631704,-0.203144591,0
-3.74388195,-0.157794261,-2.177124657,1.129057504,0.930139374,-2.721738829,1.255422745,-0.398095869,0
1.363154804,-0.804537306,-1.279712726,1.0690937,-0.206403125,2.764687138,-1.598723151,0.665170176,0
-3.074744264,-0.023519383,-2.295181726,0.429632811,0.156943611,-2.421558608,-0.867111571,-0.464315523,0
-5.509065201,-0.721910268,3.36884417,-1.277836766,1.328407512,-1.093695078,-1.912693185,0.10498577,0
-5.746610825,-1.956170805,2.877485925,0.417596573,1.066310044,0.503830564,0.125465056,1.150057289,0
3.742811222,-5.597500971,-1.51555219,2.839338605,-0.65274121,0.743088218,-3.38234695,2.662174412,0
3.646722309,-3.864258236,-0.182185711,3.217299542,-1.387615313,1.113834756,-0.813002155,2.221675132,0
-1.16303251,-6.266568103,2.599177691,0.365858447,2.098306887,-0.185533519,1.284679712,3.27438635,0
8.370630679,-2.087886093,-5.665766173,-1.367885832,1.061861451,-0.884144578,-1.216350346,0.245861934,0
8.163462702,-2.558660904,-7.070228635,-0.632243534,-0.988692553,-2.003284957,-0.075756555,-1.056069915,0
7.489746823,-0.034820441,-5.034698396,-0.831755895,0.065772885,0.009304412,-0.468067527,-0.026915913,0
6.032879019,-2.493449948,-5.252721778,0.361824748,0.952178871,0.351674272,-0.368972641,1.508563568,0
7.027789776,-3.339966505,-4.648060997,2.312974235,0.425520553,0.72634102,-1.381252179,0.232461505,0
7.617302387,-3.878270065,-6.476793041,-1.092587027,-0.937875282,-1.266676535,-1.21764253,0.394006032,0
7.669251507,-3.341510631,-3.081761569,3.287797367,0.04074594,1.47658465,-0.990587835,1.488589164,0
8.286741882,-2.566216094,-5.745189968,1.606277205,-1.204873754,-0.189470502,-0.663623064,-0.132621758,0
2.658825234,-0.329480323,-1.030922598,0.086643535,1.515888163,1.613181851,-0.821277556,0.954680723,0
1.872061444,-2.161502311,-2.598491934,1.551160253,-1.219741993,1.580703147,-1.036770417,2.023027322,0
9.481344086,-3.386523581,-7.355626386,2.016492443,-0.38492428,0.33741802,1.852829098,3.188904243,0
9.041275196,-1.796023738,-5.990886744,1.001947677,-0.097166262,1.036903252,-1.227321718,-0.246016735,0
3.831385777,-2.491099506,-3.177319002,-0.252679705,-0.942199418,1.769681774,-1.019504888,-2.120650252,0
5.539830204,-2.664934312,-5.022948512,-0.623803007,-1.13269343,0.671377914,-1.13804376,0.240872022,0
8.09483197,-3.03131957,-6.056928042,-1.648844347,-0.569413506,1.735576145,-0.431318031,-0.601472692,0
9.368650838,-4.067684536,-4.940527845,1.343092513,-0.264430713,0.559106869,0.173716781,4.064086912,0
-0.450409102,-2.105012507,-1.222517984,-2.057250018,-0.669612873,-0.110128349,0.228580127,-0.065581702,0
1.306420261,-5.354686381,2.178997702,2.014390623,0.565523734,-0.033053809,-0.378859469,1.67932622,0
-2.979043829,-2.951486191,0.610806007,-1.952382103,-0.689546459,0.429004369,0.745123597,2.361179189,0
-5.349945135,-3.867770776,1.9298316,-1.459803849,-0.439647287,-0.418791091,-0.026869936,0.678120972,0
-4.628624802,-3.614468729,0.690296635,-0.550797359,-0.248412104,-0.991471973,0.414302765,0.729787674,0
-2.057009417,-5.216636482,3.798937353,0.324140664,0.595224795,-1.763994869,-0.509919295,1.702269147,0
-4.529310118,-2.888476517,1.748240574,-0.357095065,-0.757758613,1.472823543,0.960858576,-0.50714828,0
-5.015706356,-2.000220732,1.427113608,0.759306057,0.167671678,0.228334988,-0.254434457,-1.726013163,0
-0.862916693,-4.894665768,1.827579767,0.855119917,0.0526479,-1.997139165,0.268929828,-0.104800035,0
-3.279814734,-2.391434464,-0.068468489,1.06949574,-0.643038948,0.96519498,-0.557568129,-1.526198289,0
-3.430650473,-3.958958367,3.550117856,-0.065484633,1.526352268,-3.130114717,0.841851488,2.041735006,0
-1.470631055,-0.460949096,0.478461861,-1.714176972,-0.04979344,-0.803247936,0.588154013,0.949737666,0
-3.578830078,-3.830805611,2.297422861,-1.45999092,0.265771872,-1.88073861,1.146963793,1.032978749,0
-3.873867366,-2.569928944,1.166746372,-3.226626905,-1.072845598,0.988016172,1.323527293,0.115185491,0
-3.582871675,-1.369734989,2.051358499,-1.43957918,-1.114185697,0.206549353,0.304271441,-1.094356121,0
0.608195022,-4.58882369,-0.358743071,0.993528289,0.655743914,-1.08519779,-1.133600431,-0.630356732,0
5.289201687,-2.115527904,-6.457891891,0.758180804,-1.377256323,-2.32649509,-0.831416983,2.381548955,0
1.780657034,0.635148303,-0.678070508,-1.086732964,-0.45932349,0.884443225,-0.575059988,2.843084342,0
0.283649358,-3.835075628,-0.739481799,0.845537806,0.427875947,-1.819686766,0.594363469,1.459194354,0
-1.928521307,-3.02352914,1.888059409,1.003184079,-0.510521019,-1.870498392,1.51244528,0.099667507,0
-1.220177035,-4.77795562,-0.975184203,1.141246239,0.676924499,-1.268662233,0.843920878,0.745224012,0
-2.798089759,-1.72559495,0.034340132,-0.976867764,0.444153635,-0.310523859,1.151225703,-0.868016052,0
-3.22586957,-2.240184297,1.765092354,-0.796051394,0.146293319,0.215005225,0.628030838,-0.020579396,0
0.150643493,-1.908226853,-1.880230269,-1.880100441,-1.606341285,-0.19753494,-0.45355511,0.664250838,0
-0.867214754,0.101930838,0.213409631,-1.272781895,-0.904304031,0.09172632,-0.062836539,2.989007885,0
-2.474921557,-2.29353275,0.266145776,-0.566428515,0.146526373,-0.399629001,2.778975655,2.31554192,0
2.630631941,-0.299894022,-1.281389846,-1.370151464,-0.325767058,-0.274547083,0.535977726,0.594654968,0
-0.191693272,-0.036048697,0.457696547,-0.968725572,-1.164323142,-2.193819988,0.100070105,1.079786621,0
5.400244894,-3.598205729,-5.451879741,-0.643780797,-2.149047624,0.36258099,0.076557472,0.705093249,0
4.327983997,-2.585567924,-4.442213596,-0.353574853,-1.857967917,0.637618665,-0.110280652,0.735668672,0
-4.843509967,-2.55741917,1.649437193,-1.210122518,-0.25718459,-0.039538819,1.156416237,0.720322643,0
0.963391591,-5.873110153,-0.435020337,1.702920324,0.04605801,-0.952417821,0.133152231,-0.283738926,0
2.159350943,-1.470896504,-1.187980097,1.388481191,-0.934933953,0.214905216,0.339817022,0.991070473,0
3.540296827,-1.839139703,-3.23804309,0.449493553,-1.457845925,-0.149548226,-2.236635947,0.929919853,0
2.374446836,-2.933614914,-2.132732786,0.651159885,0.449193497,0.912488796,-1.14756225,-0.027422893,0
-0.942984345,-0.267154025,-0.536751785,-0.852102565,0.183431743,-0.421010215,2.60509597,-0.082268048,0
2.358383326,-0.161169241,-3.067713872,-0.757290324,-1.616549046,0.549231513,-0.495952169,2.846090791,0
-4.543725823,-3.841238075,1.960652986,-1.241713123,0.482294494,-0.788492246,-0.200582285,0.560907259,0
1.60535815,-1.278663831,-1.767035867,-1.111198241,-1.756370643,-1.866031502,0.310006581,-1.896272695,0
2.346141724,-1.358659258,-2.289011661,-0.752120658,-1.942742693,-0.892002429,-0.347261011,-1.010554307,0
