lon_gda94,lat_gda94,Ag,As,Au,BaO,Bi,Co,Cr2O3,Cs,Cu,La,Mo,Nb,Ni,Pb,Rb,Sb,Sc,Sn,SrO,Ta,Th,U3O8,V,W,Y,Zn,Zr
139.6175732,-29.9274453,0.075,1.5,7.5,256.5,0.88,5,8,3.58,41000,89.775,0.1,25.12,7,8,248.8,0.075,7,2,35.58,1.72,64.94,4.89,13,8.9,44.05,49,181.8
139.6201993,-29.9270667,0.075,1.5,7.5,98.9,0.0375,3.5,3.75,0.23,3000,10.589,0.075,2.31,4,0.75,20.12,0.075,0.75,0.6,2.21,0.11,6.03,0.39,1,1.3,9.27,23,22.1
139.61932,-29.9277253,0.075,1.5,7.5,43.8,0.0375,0.6,3.75,0.14,5000,9.055,0.075,0.61,2,0.75,4.77,0.075,0.75,0.2,3.22,0.0375,1.89,0.84,1,0.4,4.61,11,9
139.6179497,-29.9279365,0.075,1.5,7.5,46.8,0.15,0.8,7,0.17,2000,13.796,0.7,0.91,2,0.75,13.43,0.34,0.75,0.8,2.65,0.01,4.15,0.4,1.5,0.4,20.27,14,8.1
139.6137815,-29.933442,0.075,1.5,7.5,893.4,0.3,3.5,3.75,4.49,55000,91.74,0.5,27.2,5,25,233,0.075,6,2.5,43.72,2.05,74.31,4.95,9,6.8,41.29,54,186.4
139.6120368,-29.9344885,0.075,1.5,7.5,306.6,0.09,1.5,3.75,5.17,4000,101.865,0.075,22.14,0.75,0.75,395.18,0.075,7,3.6,38.82,1.55,40.7,9.24,4,7.8,37.49,25,105.3
139.60991,-29.9399253,0.075,32,7.5,523.5,0.0375,11.8,13,7.96,16000,82.555,0.2,28.57,2,0.75,342.37,0.075,13,4,229.82,2.58,64.85,7,14,9.3,47.38,59,81.3
139.6052803,-29.9338758,0.075,1.5,7.5,117.5,0.0375,4,8,1.2,2000,15.269,0.075,3.71,4,0.75,45.9,0.075,1,0.7,9.14,0.2,6.07,1.58,6,1.4,9.54,30,34.2
139.5992947,-29.9366637,0.075,1.5,7.5,263.7,0.17,2.8,3.75,1.99,4000,89.675,0.2,7.95,2,0.75,126.72,0.075,4,2.4,14.85,0.53,15.16,3.53,11,3.9,52.85,16,60.7
139.5992636,-29.9366633,0.075,1.5,7.5,472.9,0.28,11.3,44,11.28,38000,80.34,0.4,16.34,20,6,145.68,0.075,12,2.3,199.31,1.01,15.33,2.58,78,2.9,34.27,93,162.7
139.6027225,-29.9404718,0.075,3,7.5,84.2,0.03,3.3,3.75,0.16,2000,17.2775,0.3,0.82,3,4,5.18,0.12,3,2,19.03,0.0375,6.64,5.41,16,0.2,7.26,15,18.9
139.6031141,-29.9406203,0.075,1.5,7.5,361,0.0375,1.6,3.75,1.13,6000,13.051,0.4,4.73,2,0.75,77.03,0.075,3,2.8,10.14,0.17,6.97,2.1,6,1.6,10.82,10,32.8
139.6051161,-29.9419319,0.075,1.5,7.5,258.6,0.0375,2.5,3.75,2.57,11000,94.665,0.075,11.88,2,7,159.51,0.075,5,7.1,114.91,0.15,23.81,16.06,6,2.3,27.13,31,78.6
139.6062157,-29.9418353,0.075,1.5,7.5,412,0.18,1.9,5,6.76,12000,99.415,0.075,20.35,2,0.75,272.98,0.075,9,11.4,18.36,1.31,38.77,9.08,12,9.6,26.8,10,149.4
139.6043443,-29.9408138,0.075,8,7.5,399.4,2.06,25.2,76,3.75,200000,63.335,4.5,25.57,0.75,27,250.33,0.89,5.6,4.4,36.13,0.7,3.43,7,25,4.3,62.72,202,192
139.6123853,-29.9467008,0.075,4,7.5,535.8,0.36,3.5,14,2.7,45000,94.75,0.8,27.22,3,4,323.52,0.075,10,4.1,10.06,2.17,47.64,20.67,26,2.4,58.12,85,158.4
139.6124679,-29.9459798,0.075,1.5,7.5,975.5,0.02,0.6,10,1.16,7000,86.27,0.1,11.71,1,0.75,198.15,0.075,6,1.9,19.63,0.82,22.75,3.65,9,2.1,14.84,8,75.9
139.6074614,-29.9461254,0.075,1.5,7.5,741.3,0.0375,18.7,9,1.77,6000,91.59,0.5,23.32,1,0.75,402.9,0.075,14,3.4,15.56,1.72,46.45,3.53,17,3.8,47.81,141,157.6
139.6048172,-29.9470178,0.075,1.5,7.5,474.9,0.0375,2.8,6,1.5,5000,72.74,0.075,19.11,2,0.75,173.19,0.075,6,5.5,26.53,1.59,36.65,3.3,3,1.7,28.17,87,125.1
139.6144691,-29.928676,0.075,22,7.5,110,0.0375,0.8,3.75,1.5,5000,11.6905,2.8,3,10,10,32.2,0.075,0.75,0.2,66.5,0.11,3.06,3.86,1.5,3.2,24.7,31,39
139.6046592,-29.9405194,0.075,8,7.5,1047,0.09,2.9,3.75,3.6,33000,83.625,0.9,17.4,4,12,342.3,0.075,8,11,15.5,0.97,34.29,7,1.5,5.1,41.4,44,122.7
139.6057502,-29.9410362,0.075,9,7.5,210,0.28,31.3,3.75,3,44200,21.8695,0.3,13.6,16,10,90.4,0.8,10,2.3,11.7,0.24,1.9,7,112,2,20.8,116,90.8
139.6059578,-29.9410113,0.075,1.5,7.5,41,0.0375,4.3,14,0.3,37000,9.908,0.4,0.9,3,9,8.5,0.4,2,1.1,3.6,0.0375,0.51,6.84,163,2.1,3.2,53,11.8
139.6059164,-29.9410109,0.375,12,60,786,1.195,15.7,3.75,0.6,44200,19.9185,1.4,5.3,21,23,20.4,1,0.75,9.8,26.2,0.12,3.96,7,178,7.1,11.6,52,42.3
139.6058862,-29.9409474,0.075,6,7.5,256.5,0.72,5.4,3.75,2.8,143000,86.265,0.7,24.7,3,30,378.1,0.5,5,7.1,62.9,1.17,34.88,5.87,1.5,2.7,77,50,131.6
139.6059583,-29.9409753,0.075,5,7.5,929,0.36,2.7,3.75,1.7,24000,80.625,0.7,20.4,2,31,320.9,0.3,4,5.6,54.6,0.95,32.1,7.85,1.5,2.3,44.6,29,144.5
139.6063206,-29.9409972,0.075,4,7.5,275,0.0375,6.2,24,6.9,148000,11.405,0.4,3.1,6,6,329.8,0.075,0.75,0.4,8.1,0.12,5.19,3.3,30,0.8,9.5,44,14.6
139.6070345,-29.9410678,0.075,41,80,891,8.41,11.1,3.75,0.9,44200,65.5805,2.2,10.7,12,18,23,1.5,5,2.7,41.2,0.27,3.07,7,97,2.25,99,72,141.9
139.6069311,-29.9410577,0.075,6,7.5,495,0.06,20,3.75,3.7,185000,34.9895,0.075,8.8,21,9,191.2,0.8,16,3,17.8,0.25,6.62,15.01,138,2,28.9,154,119.1
139.6079712,-29.9415109,0.075,1.5,7.5,960,0.0375,15,3.75,5.6,750,78.8325,5.5,19.3,30,51,421.5,0.5,27,3,11.8,0.18,3.1,7,25,1.9,41.8,117,191.1
139.6050303,-29.9443673,0.075,1.5,7.5,88,0.0375,0.3,69,0.3,6000,13.135,0.075,0.7,3,9,17.7,0.4,1,0.3,2.1,0.0375,0.87,14.29,67,0.7,1.6,6,3.2
139.5794333,-29.947667,0.075,18,7.5,709,0.0375,38.2,3.75,3,46000,55.443,0.075,10,4,13,263.5,0.9,8,3,22.3,0.58,9.98,19.25,11,3.3,48.4,35,58.5
139.5755346,-29.9478685,0.075,23,7.5,949,2.15,11.4,3.75,3.5,750,68.56,0.075,5,4,10,342.8,0.6,26,8.8,14.7,0.34,20.08,11.86,142,15.9,51.6,81,246.5
139.6191235,-29.944209,0.075,1.5,7.5,311,0.2,48.5,3.75,5.5,234000,22.233,0.075,3.3,31,11,326.2,0.075,5.6,1.5,55.7,0.07,2.75,2.2,188,0.8,23.4,223,104.6
139.6220286,-29.9454214,0.075,3,7.5,109,0.0375,27.2,3.75,2.9,750,35.181,0.075,15.1,31,5,237.6,0.075,16,4.9,7.3,0.37,4.95,3.22,158,2.5,18.1,67,167.5
139.6166283,-29.9440745,0.075,1.5,7.5,35,0.0375,2.9,39,0.2,16000,9.9525,0.075,1.3,5,3,23.1,0.075,2,0.7,2.1,0.0375,0.35,0.79,66,1.8,1,28,6.7
139.6159778,-29.9439142,0.075,1.5,7.5,84,0.0375,2.8,58,0.2,750,20.084,0.075,0.4,4,6,10.9,0.075,1,0.6,4.6,0.0375,0.15,1.03,69,0.9,0.9,25,3.2
139.6143257,-29.9435089,0.075,1.5,7.5,533,0.0375,5.5,16,0.2,750,18.1825,0.075,0.075,12,2,27.8,0.075,1,0.7,7.1,0.0375,0.15,0.42,46,0.7,0.7,43,2
139.6111677,-29.9433583,0.075,1.5,7.5,108,0.0375,10.6,21,0.3,750,21.81,0.075,7.2,13,6,19.7,0.075,6,0.2,3.8,0.16,0.52,2.23,97,6.6,19.3,84,46.9
139.6100189,-29.943265,0.9,9,7.5,109,5.68,15.4,37,3.1,571000,43.8875,4.9,4.1,5,89,101.6,2.4,1,1.5,4.7,0.18,5.76,7,51,11.1,107,29,27.3
139.5860081,-29.9516538,0.375,9,15,90,1.195,37.5,16,3.9,680000,14.1855,1.5,1.8,51,46,5.9,1.5,2,5.7,16.5,1.21,2,10.55,71,4,17.3,62,9.1
139.5895289,-29.9481364,0.375,57,7.5,610,1.195,16.3,3.75,11.6,750,91.785,1.5,30.1,6,12,312.6,1.5,12,3,33,0.52,31.16,14.16,1.5,2.25,55.4,16,110.4
139.5916655,-29.947248,1.3,13,7.5,824,1.2,3.2,3.75,5.2,750,86.43,2.2,24.9,2,7,333.6,1.8,10,14.3,19.5,1.35,33.82,3.59,1.5,8.2,32.8,17,118.3
139.6022662,-29.940503,0.375,23,15,586,1.195,11.9,18,10.7,219000,35.5295,1.5,13.8,4,49,141.1,1.5,3,3,21.7,2.82,10.82,7,40,11.7,41.2,25,41.8
139.6033929,-29.9406865,0.3,17,7.5,296,0.37,14.2,3.75,2,64000,25.267,1.3,10.8,19,22,72.4,0.5,13,3.8,6.4,0.37,5.57,7,173,4.2,29.5,75,107.6
139.6044076,-29.9407333,1.3,23,7.5,256.5,1.21,9.9,3.75,5.1,111000,102.015,5.3,41.9,0.75,24,405.3,1.6,17,14.9,26.8,2.39,63.35,7,60,14.3,55.8,75,268
139.6053785,-29.9409511,0.375,10,7.5,753,4.76,34.1,3.75,10.9,160000,61.2375,7.1,15,30,11,295.9,5.5,26,10.6,22.8,2.47,5.94,7,25,6.3,49.9,174,169
139.6058326,-29.9410732,0.375,9,60,256.5,3.36,5.9,3.75,0.7,44200,40.576,5.2,8,7,46,62.3,5.8,2,7.4,34.3,0.21,12.08,7,14,2.25,37.5,19,40.6
139.606066,-29.9414276,0.3,4,7.5,256.5,0.78,3.3,3.75,2.6,74000,91.785,1.3,19.9,4,28,387.9,0.4,5,5.1,59.3,1.34,35.45,15.67,1.5,4,38.7,48,108.9
139.6069216,-29.9409945,0.375,51,20,238,1.195,22.7,3.75,4.8,44200,71.835,7.4,5.9,19,34,16.7,1.5,2,10.1,28.1,1.51,3.7,7,106,14.9,74.5,68,60
139.6063515,-29.9410155,0.4,1.5,7.5,256.5,0.71,3.3,3.75,1.7,44200,93.835,1.4,23.6,9,17,336.8,1,5,6.6,209,1.03,32.46,13.71,1.5,7.1,66,23,127
139.6018703,-29.9458408,0.3,7,7.5,590,0.86,1.1,18,3.3,84000,68.07,1.3,17.9,3,10,184.7,1.3,6,6.8,13.7,0.68,30.04,5.34,23,6.3,49.7,18,94
139.6019939,-29.9458961,0.375,12,7.5,310,1.195,14.3,3.75,12.7,1000,91,1.5,39.6,5,18,52.3,1.5,12,3,29.9,0.52,33.73,17.39,1.5,11.5,69,54,104.5
139.601804,-29.9461378,0.2,2,7.5,305,0.65,0.7,48,0.6,16000,13.5585,2.1,4.3,2,15,53.2,0.7,2,1.9,6,0.11,5.8,2.21,50,2.9,11.3,11,16.5
139.6026516,-29.9440624,0.375,9,7.5,610,1.195,14.4,3.75,1.77,750,59.115,1.5,24.3,6,15,351.3,1.5,5,3,22.2,0.52,29.58,12.96,1.5,13.8,30.6,66,109.9
139.6023097,-29.9425789,0.075,1.5,7.5,1164,0.08,1.4,3.75,4.9,750,92.14,0.3,26,4,7,394.5,0.3,2,3,31.8,2.81,21.22,4.16,1.5,6.9,19.1,25,70.7
139.5970822,-29.9444544,0.075,1.5,7.5,256.5,0.0375,2.5,3.75,2.2,750,80.85,0.3,11.6,7,8,307.3,0.2,7,8.3,13.7,0.79,34.13,8.06,1.5,2.8,31.9,48,148
139.5985377,-29.9455797,0.075,4,7.5,804,0.0375,1.8,67,0.2,5000,16.9345,0.2,0.4,7,7,6.3,0.4,1,0.075,12.4,0.0375,0.98,1.83,69,1.1,8.3,24,8.9
139.6041829,-29.9419851,0.075,2,7.5,42,0.0375,0.5,72,0.1,6000,11.2145,0.075,1.2,3,4,4,0.5,0.75,0.075,2.4,0.0375,0.53,1.11,70,0.9,7.2,6,4
139.6075807,-29.9412812,0.075,1.5,7.5,378,0.0375,15.3,3.75,1.5,103000,16.6885,0.075,9,14,11,51.6,0.1,8,2.5,15.6,0.38,7.02,9.93,112,3.5,14.2,122,50.5
139.5939184,-29.9601843,0.3,9,7.5,32,0.43,5.1,3.75,0.6,21000,7.705,0.3,0.075,4,26,0.6,2,0.75,0.075,8.1,0.0375,0.09,0.19,1.5,0.2,0.7,15,1.9
139.5932796,-29.959185,0.3,57,7.5,31,2.09,2.8,3.75,0.4,57000,8.012,0.4,0.075,6,28,0.6,2.3,0.75,0.075,9.9,0.0375,0.11,0.36,3,0.4,6.5,17,4.7
139.5918051,-29.9571931,0.2,7,10,39,7.16,0.8,3.75,0.4,39000,7.9705,0.3,0.075,2,31,0.9,1.4,0.75,0.1,20.4,0.0375,0.11,0.39,3,0.3,5.3,17,6.4
139.590986,-29.9564895,1,9,15,990,1.195,7.4,3.75,0.2,129000,21.3445,1.3,0.5,17,152,1.8,7.4,7,0.6,177.5,0.07,0.71,6.63,53,3.2,17.2,57,18.2
139.5900553,-29.9556224,0.2,9,10,775,1.195,6.1,3.75,0.075,266000,19.1345,2.9,0.3,25,31,1.1,5,11,0.2,316.1,0.0375,0.25,4.05,31,1.7,18.8,55,28.2
139.5901059,-29.9557131,0.4,39,7.5,272,1.195,5.9,3.75,0.4,118000,12.422,0.5,0.075,11,41,1.5,1.5,1,0.2,49.2,0.0375,0.27,1.06,10,0.5,7.3,29,10
139.5889688,-29.9547806,0.075,9,40,254,1.195,30.6,3.75,0.075,152000,21.5765,1.3,0.075,40,38,0.6,1.5,6,0.2,67.2,0.0375,0.27,4.15,41,1.3,7,34,117.4
139.5883575,-29.9533122,0.075,48,7.5,205,4.48,6.8,5,0.2,76000,13.6755,1,0.075,10,17,0.6,6.8,2,0.2,42.3,0.0375,0.13,2.71,36,0.7,6.1,20,36.5
139.5865388,-29.952228,0.075,2,7.5,73,1.22,1.9,7,1.7,4000,7.57,0.3,1.4,4,19,31.8,1,2,1.3,25.4,0.08,2.48,0.93,10,0.7,4.9,16,18.1
139.5866337,-29.9528426,0.075,7,7.5,110,0.75,2.4,6,0.9,12000,59.4875,1,0.9,4,9,28.8,0.7,4,1,25.2,0.0375,14.49,1.74,17,0.4,30,8,10.2
139.5860086,-29.9516177,1.3,9,15,57,1.195,10.45,3.75,0.075,435000,12.6105,1.5,0.075,10.5,33,0.2,6.3,3,0.075,12.9,0.0375,0.83,8.7,113,0.4,12.9,79,2
139.5858223,-29.9516067,0.1,9,7.5,22,1.47,6.8,3.75,0.4,42000,9.182,4.7,0.075,12,12,0.9,1.6,0.75,0.075,12.4,0.0375,0.33,0.6,4,0.1,2.5,12,2.3
139.5858121,-29.9515886,0.075,53,7.5,206,2.35,1.9,12,0.7,80000,13.336,4.5,2.3,8,15,26.3,1.2,3,2.5,41.2,0.14,5.59,1.56,32,1.3,5.2,24,42.8
139.58727,-29.9532736,0.075,21,7.5,96,0.4,4.6,3.75,0.7,51000,8.84,1.3,0.5,7,23,5.8,2.1,1,0.3,28.6,0.0375,0.9,1.82,3,0.2,5.4,15,7.3
139.5863592,-29.9517388,0.075,23,7.5,16,0.47,1.3,3.75,0.5,190000,8.6055,1.6,0.075,4,33,1,0.8,0.75,0.1,14.5,0.0375,0.26,0.48,2,0.075,1.5,13,1.7
139.5863903,-29.9517392,0.075,9,7.5,364,8.1,67.9,3.75,0.075,639000,24.05,1.5,0.075,10.5,17,0.7,3.6,8,0.2,42.7,0.07,0.44,12.69,168,0.3,11,56,4.2
139.6023181,-29.9404946,0.075,29,15,459,4.1,3.7,3.75,3.3,197000,36.63,1.5,9,6,26,135.3,0.4,4,3,6.8,1.18,7.65,7,13,3.8,35.7,18,34.2
139.6014584,-29.9404765,0.075,12,20,636,0.24,35,42,1.77,17000,25.3975,0.9,15.3,28,5,65.2,0.2,5.6,3,37.2,0.52,3.11,16.44,204,3,26.7,195,104.7
139.6012819,-29.9405016,0.075,7,7.5,450,0.17,2.7,3.75,2.6,40000,107.265,0.3,9.2,2,18,202.3,0.3,5,8.2,43.2,0.47,14.68,22.59,10,1.9,35,47,50.4
139.6015974,-29.9401711,0.075,9,7.5,1102,0.08,0.6,3.75,4.9,41000,84.255,0.1,19.2,3,13,317.5,0.3,7,3,16.7,1.17,25.65,6.34,11,4.4,58.6,25,107.8
139.6019366,-29.9403642,0.075,18,7.5,910,0.31,3,3.75,4.3,12000,79.56,0.2,20.6,5,11,340.2,0.4,10,3,10.7,1.53,32.53,16.49,19,7.6,30,26,111
139.6022563,-29.9404668,0.075,8,7.5,810,0.09,25.8,53,9.4,11000,53.848,0.2,27.3,32,3,390.8,0.2,5.6,15.3,22.7,0.9,4.34,9.4,25,6.1,35.1,130,193.5
139.6022352,-29.9404937,0.075,6,7.5,256.5,0.14,1.1,3.75,1.4,15000,90.13,0.7,19.3,5,16,283.8,0.2,10,3,22.3,2.13,35.72,15.96,8,1.8,43.7,21,115.3
139.6060155,-29.9428166,0.075,7,7.5,849,0.34,3.7,3.75,2.6,5000,98.24,1.5,43.1,6,19,250.1,0.5,10,4,19.4,2.02,78.73,7,10,4.4,67.8,49,400.6
139.6056209,-29.9428847,0.075,10,7.5,471,0.19,40.3,52,2.6,49000,52.209,0.5,40.3,33,15,153.6,0.6,5.6,2.3,15.7,2.1,4.37,18.88,25,13.5,37.7,170,188.4
139.6054142,-29.9428464,0.075,28,20,256.5,0.06,2.6,6,2.2,7000,101.275,4.7,17.9,6,21,281.9,0.9,7,2.4,50.7,1.32,29.29,17.76,13,8.4,37.9,27,129.6
139.6040037,-29.9436887,0.075,6,7.5,957,0.17,28.1,23,5.1,5000,83.615,0.075,30.6,15,8,65.2,0.9,11,8.4,14.3,2.34,48.38,6.35,8,10.9,57.1,312,135
139.6033495,-29.94379,0.375,6,15,571,1.195,2.3,3.75,0.8,44200,65.06,0.5,15,6,11,134.6,2,5,10.9,22.4,1.06,21.15,8.28,6,5.8,32.8,126,79.1
139.6010578,-29.9439281,0.4,6,7.5,790,0.1,4.2,6,8.4,161000,83.185,0.2,25.6,5,4,65.2,0.3,10,9.7,10,1.38,32.82,4.28,10,4.7,31.7,63,107.8
139.6010687,-29.9438921,0.1,9,7.5,533,0.44,1.2,3.75,3.5,322000,79.15,0.4,22.4,3,44,310,0.3,9,13.5,40.8,1.37,35.66,11.73,5,2.3,56.3,32,143.9
139.5606028,-29.9551414,0.075,6,7.5,256.5,0.82,0.9,3.75,1.4,57000,91.865,0.3,27.8,3,14,404.7,0.4,7,3.6,34.5,1.9,39.04,3.94,8,4.3,32.4,13,130.9
139.5603122,-29.9558962,0.075,17,7.5,399,0.24,5,18,2.6,34000,19.9155,0.5,6.7,23,12,107.6,0.9,4,0.9,36.5,0.53,8.48,3.03,49,9.2,19.6,73,60.3
139.6018006,-29.9441616,0.7,27,15,1132,1.195,52.3,3.75,0.1,44200,61.1965,5.8,1,37,30,5.2,6.4,0.75,3,42.1,0.0375,1.46,26.94,18,8.6,37.1,209,21.9
139.6018218,-29.9441257,0.375,6,80,583,2.3,3.6,6,0.6,44200,13.3165,1.2,4.6,5,13,44.1,1.3,2,4.2,12.4,0.27,7.38,9.81,8,3.2,17.5,36,28.4
139.5973095,-29.9452418,0.2,42,40,256.5,0.42,33.7,3.75,2.1,32000,99.005,2.1,7.4,38,12,130.4,0.6,5,5.5,85.7,0.64,18.11,25.31,55,12.4,72.6,407,72.3
139.5961104,-29.9457795,0.075,11,7.5,256.5,0.29,10.5,14,7.2,43000,76.845,0.2,26.1,12,10,65.2,2.2,5.6,3,17.9,1.81,14.49,13.01,36,7.2,58.1,48,280.6
139.5976464,-29.9455973,0.075,18,7.5,256.5,0.15,12.1,3.75,2.5,23000,95.542,0.9,7.4,19,21,88.6,0.5,6,2.7,130.5,0.39,19.34,21.98,47,9.1,61.8,233,76.1
139.5978587,-29.9430189,0.375,10,7.5,256.5,0.46,5.4,3.75,2.7,18000,64.655,1.2,23.8,5,23,303,0.8,13,11.7,55.5,1.52,35.95,10.67,13,6.3,31.1,66,137.1
139.5989435,-29.9432379,0.1,7,7.5,256.5,0.38,2.3,5,2,26000,58.975,0.3,15.8,5,13,358.2,0.6,11,10.8,19.4,1.14,38.16,4.03,17,5.5,27.6,31,134.4
139.6010537,-29.9434859,0.075,20,7.5,482,0.34,5.3,3.75,1.5,97000,14.752,1.9,5.1,6,11,71.7,1.1,2,8.2,19.6,0.21,6.76,7.77,3,3,21.55,9,27.3
139.600918,-29.9442966,0.075,17,40,764,7.93,2.8,5,2.3,44200,58.1,0.3,10.1,6,15,225.2,2.8,8,9,19.1,0.43,14.53,10.97,10,5,67.7,16,50.1
139.6008977,-29.9442693,0.075,13,7.5,256.5,1.195,5.8,8,5.8,44200,108.565,0.1,7.15,10,31,65.2,1.8,21,17.8,81.9,0.52,77.23,33.27,13,13.5,21.55,57,246.4
139.6016034,-29.9441866,0.3,7,10,256.5,2,3.9,3.75,3.7,199000,13.455,1.8,8.5,7,10,29.4,2.1,1,7.3,67.8,0.28,7.14,5.3,40,2.25,23.7,24,25.5
139.603318,-29.9438257,0.375,9,15,505,1.195,3.1,3.75,0.4,44200,23.3415,0.8,8,6,0.75,80.6,2.6,4,9,26.1,0.64,12.79,8.85,1.5,4.2,30.5,132,64.2
139.6044629,-29.9434499,0.5,9,7.5,40,0.09,1.8,3.75,0.075,380000,10.043,0.9,0.3,6,7,3.4,1.1,0.75,0.2,2.8,0.0375,2.24,1.9,1.5,0.2,2.5,65,5.4
139.6044624,-29.9434859,0.3,8,7.5,47,0.17,1.5,3.75,0.1,44200,8.1185,0.5,0.9,5,10,11.2,1.6,0.75,0.3,11.4,0.0375,4.12,2.47,3,0.2,4.5,62,8
139.6052463,-29.9429979,0.2,5,7.5,660,0.15,4.2,3.75,2.7,39000,114.05,0.5,30.4,2,14,297.1,0.4,14,8.2,29,2.16,57.63,26.37,11,4.4,35.1,67,182.8
139.6055072,-29.9428655,0.1,25,7.5,180,0.28,57.9,37,3.7,148000,67.85,1.1,13.2,28,12,148.8,0.9,27,1.8,17.1,0.48,3.44,7,25,2.4,37.6,199,136.3
139.6062946,-29.9428647,0.1,9,15,271,5.81,10.1,6,0.5,34000,96.03,1.5,6.8,22,18,37.5,1.6,5,1.3,304.9,0.34,27.33,22.01,32,2.25,42,97,75.1
139.6032856,-29.9431758,0.075,6,7.5,342,0.37,1.2,3.75,0.075,14000,12.115,0.5,0.6,3,11,5.8,1.2,0.75,0.2,13.7,0.0375,0.69,1.15,5,1,16,9,6.9
139.6013366,-29.9402947,0.075,4,7.5,53,0.06,1.3,3.75,0.2,5000,6.45,0.5,1.3,4,16,11.5,0.3,0.75,0.4,5.4,0.0375,1.21,0.49,7,0.7,6.6,21,7.4
139.5999384,-29.9402617,0.5,3,7.5,81,3.91,2.2,3.75,0.2,18000,15.9315,0.4,7.7,3,16,22,0.2,13,5,11.2,0.36,9.57,3.9,1.5,4.2,27.8,41,50.1
139.6018214,-29.9441528,0.9,14,60,1038,3.31,4.7,3.75,0.3,44200,36.4535,2.1,3.1,10,16,34.7,1.5,2,3.8,19.2,0.15,5.96,26.22,11,2.6,19.6,41,34
139.602122,-29.944147,0.075,9,7.5,1254,0.12,3.7,3.75,7.2,45000,81.505,0.3,22.1,6,12,385.4,0.4,10,6.6,23.6,1.67,36.02,7.25,13,5.9,46.7,52,140.7
139.6025394,-29.9439348,0.1,41,7.5,256.5,4.58,11.5,3.75,0.7,512000,71.04,2.9,18.7,9,17,112.6,6.9,4,3.8,170.8,1.23,31.31,7.48,21,8.5,43.1,80,82.5
139.6025795,-29.9440255,0.075,23,7.5,256.5,2.93,7,3.75,0.4,505000,54.3025,2.3,7.4,9,15,68.8,6.4,3,2.1,74.8,0.47,15.57,5.48,12,3.8,27.9,49,52
139.6028495,-29.9439832,0.075,1.5,7.5,797,0.06,5.2,3.75,6.1,23000,71.575,0.5,21.7,0.75,12,401.2,0.8,9,5.2,13.9,1.45,37.28,3.81,9,6.8,21.3,55,143.9
139.60152,-29.9442217,1.2,31,80,883,5.49,12.6,3.75,0.2,499000,16.4825,1.1,1.6,11,26,13.6,1.5,0.75,1.2,50.9,0.05,3.11,6.66,7,1.6,17.8,54,21.5
139.600803,-29.9443676,0.075,1.5,7.5,209,0.0375,0.8,3.75,1.4,11000,14.861,0.4,3.6,0.75,9,78,0.6,1,1.4,4.3,0.11,5.76,2.49,2,1.2,28.3,10,29.7
139.6001998,-29.9445326,0.075,2,7.5,272,0.14,2.5,5,0.9,26000,67.1,0.2,20.8,2,14,50.7,0.8,7,0.8,30,1.66,15.36,5.12,12,1,20.3,28,53.2
139.5978536,-29.9448595,0.075,3,7.5,883,0.3,5.1,3.75,2.8,13000,76.245,0.4,9.8,2,15,213.3,1.1,11,5.8,12,0.47,36.59,4.47,12,3.3,45.7,93,92.6
139.5974794,-29.9449458,0.075,9,7.5,894,7.4,38.7,3.75,0.8,62000,101.63,1.7,11.4,43,17,81.5,4.2,4,3.5,79.6,0.75,17.77,29.73,34,5.5,35.6,221,100.7
139.597438,-29.9449453,0.075,8,7.5,568,0.76,4.3,3.75,1.3,17000,66.725,0.4,24.5,7,12,129.2,1.3,13,6.5,76.6,1.06,37.48,9.16,20,6.1,43.8,36,115.9
139.5974802,-29.9448918,0.075,9,7.5,256.5,5.44,23.9,3.75,1.4,48000,72.51,1.2,19.7,29,19,140,2.7,11,6.2,80.8,1.14,32.04,7,63,8.8,56.2,142,123.5
139.5971877,-29.94506,0.075,9,7.5,465,0.96,7.9,3.75,0.2,12000,13.5395,1.2,2.6,24,20,5,1.4,2,0.2,37.8,0.0375,1.57,9.38,32,5.8,14.6,140,37.6
139.6023069,-29.9420375,0.075,4,7.5,99,0.43,3.3,3.75,0.075,14000,71.355,0.3,4.3,5,7,2.3,0.3,11,9.1,59,0.6,28.12,2.3,9,0.6,21.9,103,166.9
139.601445,-29.9421727,0.2,3,7.5,97,1.195,0.7,3.75,0.3,15000,9.886,0.5,1.7,5,9,15.2,2.3,0.75,1.8,9.1,0.0375,1.74,1.72,1.5,0.5,10.6,6,9
139.6004604,-29.9421984,0.075,1.5,7.5,203,0.25,2.1,3.75,2.2,21000,13.887,0.8,5.9,5,12,135.1,0.2,5,10,6.1,0.13,8.33,8.93,7,2.3,26.7,16,42.3
139.5997449,-29.9429847,0.2,1.5,7.5,313,0.1,0.4,3.75,0.1,9000,12.115,0.075,0.5,3,24,2.1,0.6,0.75,0.4,18.1,0.0375,1.51,0.95,1.5,2.2,6.7,15,6.5
139.5986585,-29.9428739,0.075,3,7.5,949,0.14,2.8,3.75,2.5,15000,93.06,0.4,20.1,0.75,13,281.2,1,12,16.2,21.8,1.3,34.02,10.15,12,6.9,45.7,32,124.8
139.5971115,-29.9431102,0.7,14,7.5,712,0.29,1.4,3.75,3.2,11000,84.505,0.3,17.9,4,10,282.6,1,17,6.9,13.2,0.77,57.81,7.67,2,4.9,85.4,28,111.6
